ThermalSatisfaction,IAQSatisfaction,AcousticSatisfaction,VisualSatisfaction,Trm,CO2_Back,LightLux_Back,RH_Back,SoundLevel_Back,SoundMax_Back,SoundMin_Back,Temp_Back,CO2_Middle,LightLux_Middle,RH_Middle,SoundLevel_Middle,SoundMax_Middle,SoundMin_Middle,Temp_Middle,EA_Middle,Trend_T_Middle,CO2_Front,LightLux_Front,RH_Front,SoundLevel_Front,SoundMax_Front,SoundMin_Front,Temp_Front,Age
3.187,3.147,3.675,3.759,14.803,612.949,325.241,35.776,62.763,77.925,42.403,23.494,720.256,278.029,35.22,62.698,77.773,43.863,23.923,40.658,0.358,723.889,280.182,36.1,55.733,68.711,38.967,23.085,15.812
